gnb_id,name,sector_id,x_m,y_m,z_m,height_m,distance_from_track_m,antenna_type,tx_power_dBm,frequency_GHz,band,azimuth_deg,mechanical_downtilt_deg,electrical_downtilt_deg,total_downtilt_deg,hpbw_horizontal_deg,hpbw_vertical_deg,antenna_gain_dBi,bandwidth_MHz,direction,a3_offset_db,hysteresis_db,ttt_ms,a2_threshold_dbm,a2_ttt_ms,a5_threshold1_dbm,a5_threshold2_dbm,a5_ttt_ms,b1_threshold_dbm,b1_ttt_ms,b1_offset_db,b2_threshold1_dbm,b2_threshold2_dbm,b2_ttt_ms,b2_offset_db,n310,n311,t310_ms,t304_ms,t311_ms,ho_optimize_target,pci,pci_v2,is_hsr_cell,a3_report_interval_ms
465,ru_465_1,1,-3102.536765100436,3488.874729529334,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,74.21,11.48,6.65,18.18,58.17,16.45,12.48,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,214,,1,120
465,ru_465_2,2,-3102.536765100436,3488.874729529334,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,143.51,1.11,-3.9,12.61,64.62,12.76,14.98,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,214,,1,120
465,ru_465_3,3,-3102.536765100436,3488.874729529334,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,348.66,4.49,-6.49,6.35,68.1,14.08,15.51,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,214,,1,120
466,ru_466_1,1,4886.213551604454,2957.393688426218,4.0,2.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,61.71,19.93,-2.54,18.83,55.91,7.19,20.88,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,744,,0,240
466,ru_466_2,2,4886.213551604454,2957.393688426218,4.0,2.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,312.04,12.79,-5.77,6.86,66.65,8.72,17.85,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,744,,0,240
467,ru_467_1,1,4880.644864405335,2964.37334889555,4.0,2.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,63.47,18.57,9.13,15.66,73.66,3.54,2.64,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,272,,0,240
467,ru_467_2,2,4880.644864405335,2964.37334889555,4.0,2.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,327.43,3.32,3.64,14.95,68.05,5.63,9.62,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,272,,0,240
468,ru_468_1,1,3342.6622809881223,1725.45335813837,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,178.45,5.98,-0.87,-0.25,73.98,12.18,19.27,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,891,,0,240
468,ru_468_2,2,3342.6622809881223,1725.45335813837,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,251.11,-2.32,9.47,3.97,70.78,6.56,17.37,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,891,,0,240
468,ru_468_3,3,3342.6622809881223,1725.45335813837,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,344.93,8.13,5.01,1.73,61.76,13.93,8.32,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,891,,0,240
469,ru_469_1,1,1128.8866601766067,-802.9917754846181,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,18.82,16.54,-9.18,17.07,63.84,8.67,11.19,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
469,ru_469_2,2,1128.8866601766067,-802.9917754846181,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,170.29,6.73,24.35,36.67,67.11,12.6,7.19,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
469,ru_469_3,3,1128.8866601766067,-802.9917754846181,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,233.48,-1.65,25.16,45.63,63.71,9.4,12.0,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,659,,0,240
470,ru_470_1,1,1126.6022799473963,-814.8251610409864,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,19.09,0.65,12.32,10.28,73.0,9.59,19.33,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
470,ru_470_2,2,1126.6022799473963,-814.8251610409864,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,178.54,-4.27,6.8,13.34,73.54,5.96,6.96,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
470,ru_470_3,3,1126.6022799473963,-814.8251610409864,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,223.11,3.15,-2.23,2.63,59.9,12.3,2.72,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
471,ru_471_1,1,3442.088067562172,1755.0749368339857,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,91.38,21.03,36.94,42.58,55.86,1.0,6.66,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,657,,0,240
471,ru_471_2,2,3442.088067562172,1755.0749368339857,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,277.68,24.63,27.77,51.45,68.62,14.3,9.81,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,657,,0,240
471,ru_471_3,3,3442.088067562172,1755.0749368339857,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,341.97,10.56,39.83,49.14,68.7,1.0,19.21,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,657,,0,240
472,ru_472_1,1,3445.9896803028596,1756.2619270580033,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,96.93,7.99,31.07,53.5,71.88,5.51,15.19,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,205,,0,240
472,ru_472_2,2,3445.9896803028596,1756.2619270580033,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,277.6,5.94,20.25,50.55,62.68,8.44,2.72,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,205,,0,240
472,ru_472_3,3,3445.9896803028596,1756.2619270580033,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,342.34,11.15,28.07,48.41,72.4,2.05,20.4,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,205,,0,240
473,ru_473_1,1,1120.6955607591353,-892.6842829039932,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,7.96,-0.84,7.42,11.47,62.37,15.66,14.53,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,859,,0,240
473,ru_473_2,2,1120.6955607591353,-892.6842829039932,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,171.47,-1.85,2.68,3.49,70.44,1.0,11.93,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,859,,0,240
473,ru_473_3,3,1120.6955607591353,-892.6842829039932,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,255.87,11.69,7.2,0.83,69.7,2.84,11.91,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,859,,0,240
474,ru_474_1,1,1116.9355111802715,-900.6818478406573,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,17.66,3.72,21.87,39.82,70.5,8.8,5.05,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
474,ru_474_2,2,1116.9355111802715,-900.6818478406573,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,175.69,1.17,20.3,39.84,67.02,5.32,13.59,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
474,ru_474_3,3,1116.9355111802715,-900.6818478406573,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,256.37,1.02,21.87,45.34,66.57,7.39,3.39,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
475,ru_475_1,1,5463.85297830697,814.203579918096,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,19.03,16.51,32.76,37.05,71.9,16.55,21.14,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
475,ru_475_2,2,5463.85297830697,814.203579918096,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,74.61,10.61,24.44,36.93,63.85,2.47,3.88,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
475,ru_475_3,3,5463.85297830697,814.203579918096,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,279.32,9.76,36.34,50.49,62.86,2.2,11.33,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
476,ru_476_1,1,5476.442820773847,819.4726712882542,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,6.72,14.09,35.81,39.63,58.42,2.9,6.41,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,243,,0,240
476,ru_476_2,2,5476.442820773847,819.4726712882542,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,94.17,14.63,22.57,41.7,57.13,1.71,17.47,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,243,,0,240
476,ru_476_3,3,5476.442820773847,819.4726712882542,27.0,25.0,,2T2R LTE Sector Antenna,44.03,1.8,n3,270.73,11.24,21.16,44.98,70.27,5.38,18.09,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,243,,0,240
477,ru_477_1,1,1783.6877727882636,-1310.7458070984176,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,356.99,12.39,33.36,30.17,68.28,5.47,15.68,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,254,,0,240
477,ru_477_2,2,1783.6877727882636,-1310.7458070984176,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,112.03,6.17,33.99,33.69,58.33,11.5,9.41,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,254,,0,240
478,ru_478_1,1,1783.4769777758918,-1313.822670302874,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,350.01,8.64,37.74,48.26,60.98,11.05,22.58,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
478,ru_478_2,2,1783.4769777758918,-1313.822670302874,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,110.03,13.52,27.0,32.55,67.93,2.96,21.4,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
479,ru_479_1,1,836.1068541926322,4785.988210469712,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,59.99,-4.56,20.53,43.54,61.68,16.73,4.97,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,502,,0,240
479,ru_479_2,2,836.1068541926322,4785.988210469712,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,182.68,3.16,35.11,43.45,64.0,2.17,6.1,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,502,,0,240
479,ru_479_3,3,836.1068541926322,4785.988210469712,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,275.31,2.64,31.96,26.22,64.15,13.33,16.81,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,502,,0,240
480,ru_480_1,1,1670.8520670134772,-1004.9293548897956,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,107.6,26.46,39.08,60.37,63.53,6.7,20.6,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
480,ru_480_2,2,1670.8520670134772,-1004.9293548897956,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,206.04,30.02,26.08,56.01,59.18,14.98,17.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
480,ru_480_3,3,1670.8520670134772,-1004.9293548897956,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,307.43,33.78,20.2,63.35,61.95,1.91,9.14,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
481,ru_481_1,1,1676.2184870423596,-994.1490420037318,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,97.51,34.78,21.13,68.66,70.4,4.25,12.98,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,848,,0,240
481,ru_481_2,2,1676.2184870423596,-994.1490420037318,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,192.12,35.41,37.69,56.14,70.21,2.8,19.03,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,848,,0,240
481,ru_481_3,3,1676.2184870423596,-994.1490420037318,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,303.01,32.4,27.07,52.77,73.12,12.99,5.62,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,848,,0,240
482,ru_482_1,1,-5615.078143979089,-4725.86371604892,17.0,15.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,20.9,-6.69,21.49,41.7,69.08,14.49,12.48,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
482,ru_482_2,2,-5615.078143979089,-4725.86371604892,17.0,15.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,219.09,-2.06,20.57,38.47,73.03,1.0,15.1,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
482,ru_482_3,3,-5615.078143979089,-4725.86371604892,17.0,15.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,309.64,7.36,32.78,31.35,73.31,8.76,25.46,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
483,ru_483_1,1,4137.287503922058,-0.8629491876227009,4.0,2.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,40.13,-4.65,0.21,13.01,73.65,1.0,8.78,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,129,,0,240
483,ru_483_2,2,4137.287503922058,-0.8629491876227009,4.0,2.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,230.62,4.6,7.84,6.5,65.03,12.35,15.24,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,129,,0,240
484,ru_484_1,1,-3789.413483764361,5207.2324480237585,22.0,20.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,166.86,-4.69,2.16,-2.92,71.52,2.06,11.01,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,930,,1,120
484,ru_484_2,2,-3789.413483764361,5207.2324480237585,22.0,20.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,276.68,9.78,-5.38,0.53,68.18,1.0,9.31,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,930,,1,120
484,ru_484_3,3,-3789.413483764361,5207.2324480237585,22.0,20.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,332.68,-1.66,2.16,9.81,63.27,16.84,10.33,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,930,,1,120
485,ru_485_1,1,-3793.837902472458,5206.872982215581,22.0,20.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,165.44,3.69,-2.1,1.27,61.36,11.38,15.57,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,167,,1,120
485,ru_485_2,2,-3793.837902472458,5206.872982215581,22.0,20.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,261.75,-2.58,3.42,7.93,64.09,1.61,22.26,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,167,,1,120
485,ru_485_3,3,-3793.837902472458,5206.872982215581,22.0,20.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,343.92,-1.47,-5.08,-1.5,68.57,13.43,23.03,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,167,,1,120
486,ru_486_1,1,-3794.250827653643,5202.084193632524,22.0,20.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,160.66,7.42,-3.94,13.63,70.37,1.0,10.72,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,300,,1,120
486,ru_486_2,2,-3794.250827653643,5202.084193632524,22.0,20.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,272.82,6.43,-6.62,0.1,60.83,4.3,22.61,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,300,,1,120
486,ru_486_3,3,-3794.250827653643,5202.084193632524,22.0,20.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,332.74,15.27,-7.32,4.7,58.85,1.0,10.55,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,300,,1,120
487,ru_487_1,1,3143.0254999167937,913.3716341611761,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,55.86,-5.85,28.06,35.46,63.11,7.88,18.1,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,714,,0,240
487,ru_487_2,2,3143.0254999167937,913.3716341611761,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,275.74,7.64,32.27,23.93,62.53,8.34,9.54,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,714,,0,240
488,ru_488_1,1,3145.102610670802,918.2669535775457,27.0,25.0,,2T2R LTE Sector Antenna,40.52,0.9,n8,51.83,-5.26,31.72,29.08,62.6,12.27,9.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,501,,0,240
488,ru_488_2,2,3145.102610670802,918.2669535775457,27.0,25.0,,2T2R LTE Sector Antenna,40.52,0.9,n8,268.05,-2.12,23.81,36.21,72.53,15.51,6.6,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,501,,0,240
489,ru_489_1,1,4163.118823862484,-1429.5582968357994,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,95.18,13.18,1.76,10.8,72.31,3.98,11.1,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
489,ru_489_2,2,4163.118823862484,-1429.5582968357994,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,201.0,4.28,2.75,-0.41,55.76,1.0,9.8,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
490,ru_490_1,1,5252.671211514751,-1300.8230252480557,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,273.97,0.09,-5.64,-2.96,62.12,5.46,23.37,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,327,,0,240
490,ru_490_2,2,5252.671211514751,-1300.8230252480557,27.0,25.0,,2T2R LTE Sector Antenna,41.73,1.8,n3,185.21,4.06,2.42,10.44,60.46,10.68,22.82,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,327,,0,240
491,ru_491_1,1,4291.751478643413,3180.719339335996,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,358.98,9.45,26.81,24.07,73.45,6.36,14.61,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,584,,0,240
491,ru_491_2,2,4291.751478643413,3180.719339335996,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,152.18,11.41,21.97,27.13,74.92,2.26,15.81,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,584,,0,240
491,ru_491_3,3,4291.751478643413,3180.719339335996,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,272.92,-3.74,33.67,25.24,66.41,9.5,23.83,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,584,,0,240
492,ru_492_1,1,4295.834014839329,3147.579483950582,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,1.83,3.31,23.46,26.85,57.43,8.01,8.23,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,740,,0,240
492,ru_492_2,2,4295.834014839329,3147.579483950582,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,154.35,1.51,27.05,36.39,56.26,8.67,12.85,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,740,,0,240
492,ru_492_3,3,4295.834014839329,3147.579483950582,27.0,25.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,266.19,-4.33,35.43,30.07,64.69,15.99,10.88,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,740,,0,240
493,ru_493_1,1,-4777.168595518321,-5099.392982720976,15.0,13.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,39.7,1.79,-2.45,-1.49,66.92,14.14,23.42,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,123,,0,240
493,ru_493_2,2,-4777.168595518321,-5099.392982720976,15.0,13.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,155.78,-1.1,5.01,10.05,56.7,1.0,7.35,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,123,,0,240
493,ru_493_3,3,-4777.168595518321,-5099.392982720976,15.0,13.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,245.84,7.77,7.81,10.69,68.16,11.83,6.45,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,123,,0,240
494,ru_494_1,1,4981.4786693894985,4600.684737915727,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,89.37,-3.67,0.4,11.9,55.63,4.24,5.26,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
494,ru_494_2,2,4981.4786693894985,4600.684737915727,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,166.36,5.05,-1.73,14.02,70.94,9.55,22.25,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
494,ru_494_3,3,4981.4786693894985,4600.684737915727,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,263.09,2.89,2.09,12.7,55.92,5.31,22.96,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
495,ru_495_1,1,5886.472951548812,-591.1982192459847,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,11.63,3.42,24.65,28.88,69.84,16.34,24.14,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,875,,0,240
495,ru_495_2,2,5886.472951548812,-591.1982192459847,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,107.61,3.67,27.68,25.29,70.28,13.02,14.83,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,875,,0,240
495,ru_495_3,3,5886.472951548812,-591.1982192459847,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,270.3,14.57,22.8,32.88,59.58,10.67,22.69,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,875,,0,240
496,ru_496_1,1,2934.4182098855067,3296.5012521202407,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,32.44,8.71,28.0,25.33,59.32,2.04,8.54,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,755,,0,240
496,ru_496_2,2,2934.4182098855067,3296.5012521202407,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,167.4,2.69,38.41,33.34,65.15,1.0,15.28,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,755,,0,240
496,ru_496_3,3,2934.4182098855067,3296.5012521202407,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,249.3,1.74,20.18,41.54,56.21,1.0,6.88,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,755,,0,240
497,ru_497_1,1,4614.400791269134,1847.5624403266575,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,78.33,28.74,31.45,52.17,63.62,8.42,7.89,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,115,,0,240
497,ru_497_2,2,4614.400791269134,1847.5624403266575,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,149.63,38.68,28.34,63.68,69.53,4.71,5.08,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,115,,0,240
497,ru_497_3,3,4614.400791269134,1847.5624403266575,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,346.79,31.93,36.91,62.18,72.44,16.62,9.05,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,115,,0,240
498,ru_498_1,1,4612.299900715064,1858.9428850697388,5.0,3.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,88.69,13.07,35.37,40.94,63.16,5.29,10.8,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,491,,0,240
498,ru_498_2,2,4612.299900715064,1858.9428850697388,5.0,3.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,334.72,-1.89,29.04,34.51,58.05,1.05,26.83,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,491,,0,240
499,ru_499_1,1,-2156.328703796484,-1932.5874450167776,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,107.76,4.42,-1.88,10.71,57.63,16.14,19.71,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,491,,0,240
499,ru_499_2,2,-2156.328703796484,-1932.5874450167776,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,192.4,8.42,11.86,12.27,59.31,7.3,7.58,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,491,,0,240
499,ru_499_3,3,-2156.328703796484,-1932.5874450167776,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,301.03,10.5,9.41,9.25,59.77,12.84,12.56,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,491,,0,240
500,ru_500_1,1,-3042.1195708850173,-3888.3525777747595,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,20.66,-2.92,37.66,29.15,74.49,2.04,13.08,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,638,,0,240
500,ru_500_2,2,-3042.1195708850173,-3888.3525777747595,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,81.5,2.12,21.72,42.63,42.72,7.98,11.75,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,638,,0,240
501,ru_501_1,1,4254.44617348453,1485.0754910472247,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,71.92,15.44,0.87,10.52,64.88,12.08,9.39,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,291,,0,240
501,ru_501_2,2,4254.44617348453,1485.0754910472247,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,194.69,11.27,2.36,6.38,72.88,16.61,12.1,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,291,,0,240
501,ru_501_3,3,4254.44617348453,1485.0754910472247,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,355.76,-1.16,-1.11,15.95,73.82,1.0,20.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,291,,0,240
502,ru_502_1,1,3514.4386938406014,4482.786635364954,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,39.39,2.41,24.46,36.57,58.96,8.26,20.18,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,744,,0,240
502,ru_502_2,2,3514.4386938406014,4482.786635364954,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,206.04,4.04,26.51,31.48,59.35,12.78,14.08,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,744,,0,240
502,ru_502_3,3,3514.4386938406014,4482.786635364954,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,332.07,-3.96,23.42,40.79,71.29,2.75,5.64,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,744,,0,240
503,ru_503_1,1,4590.060277518435,3992.895847597262,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,355.86,0.42,39.13,31.39,60.13,4.44,27.17,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,375,,0,240
503,ru_503_2,2,4590.060277518435,3992.895847597262,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,125.87,1.48,38.03,35.14,61.05,1.77,21.73,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,375,,0,240
